TrialNumber,Trial_num,Partner,risky_gain,risky_loss,alt_certain,task_gamble_outcome,task_gamble_amount,ISI,ITI,block,ran,order,trial_onset,bpress,cue_onset,resp_onset,stim_duration,stim_dur_drift,rt,ISI_onset,cue_duration,cue_dur_drift,ISI_offset,expected_ISI,actual_ISI,ISI_drift,outcome_onset,outcome_duration,outcome_drift,outcome_offset,trial_duration,ITI_onset,test_print,ITI_offset,expected_ITI,actual_ITI,ITI_drift,,,
72,72,0,$4.00 ,($4.00),$0.00 ,lost,($4.00),3,5,3,1,71,789.4949,2,791.50336,791.7702,2.0085158,0.008515731,0.2668519,791.87885,0.37549853,-1.6245015,796.72095,4.833148,4.842104,0.008955778,796.73364,1.0010172,0.001017182,797.7347,8.239814,797.7531,got here,802.75446,5,5.0013595,0.001359371,,,
73,73,0,$8.00 ,($9.00),$0.00 ,lost,($9.00),5,1.5,3,1,72,802.771,2,804.77246,805.6241,2.0014884,0.001488347,0.8516115,805.73315,0.9606928,-1.0393071,811.9903,6.2483883,6.2571383,0.008749554,812.00836,1.0004762,0.000476297,813.00885,10.237852,813.02716,got here,814.52844,1.5,1.5012286,0.001228523,,,
74,74,0,$10.00 ,($16.25),$0.00 ,lost,($16.25),1.5,7,3,1,73,814.5451,1,816.5538,817.1713,2.0086396,0.008639542,0.6175457,817.27997,0.7261972,-1.2738028,820.2725,2.9824543,2.9925356,0.010081398,820.2801,1.0007328,0.000732827,821.2808,6.735666,821.29944,got here,828.3,7,7.000555,0.000554895,,,
75,75,0,$10.00 ,($1.25),$0.00 ,won,$10.00 ,1.5,1.5,3,1,74,828.3148,2,830.3241,830.8246,2.009279,0.009278999,0.50053406,830.9343,0.6102664,-1.3897337,834.0423,3.0994658,3.1079462,0.008480227,834.0502,1.0001704,0.000170408,835.05035,6.735574,835.06946,got here,836.5702,1.5,1.5007066,0.000706548,,,
76,76,0,$8.00 ,($6.00),$0.00 ,lost,($6.00),5,1.5,3,1,75,836.589,1,838.59656,839.5845,2.00755,0.007549898,0.98792017,839.6951,1.0985945,-0.9014054,845.8288,6.1120796,6.1336393,0.021559687,845.84845,1.0005622,0.000562238,846.849,10.25998,846.86774,got here,848.3688,1.5,1.5010428,0.001042902,,,
77,77,0,$8.00 ,($3.00),$0.00 ,won,$8.00 ,3,1.5,3,1,76,848.3833,2,850.39374,850.6611,2.0104785,0.010478543,0.26731244,850.77136,0.3776171,-1.6223829,855.6111,4.8326874,4.8396797,0.006992194,855.62445,1.0006385,0.000638469,856.62506,8.241781,856.644,got here,858.14417,1.5,1.5001928,0.000192781,,,
78,78,0,$10.00 ,($13.75),$0.00 ,won,$10.00 ,1.5,1.5,3,1,77,858.1612,1,860.1701,860.5707,2.008921,0.008920817,0.40059593,860.68634,0.5162401,-1.4837599,863.90424,3.199404,3.2178566,0.018452454,863.9131,1.0002636,0.000263565,864.9133,6.7521667,864.93243,got here,866.4338,1.5,1.5013124,0.00131238,,,
79,79,0,$31.29 ,$0.00 ,$8.36 ,won,$31.29 ,1.5,1.5,3,1,78,866.4538,2,868.4588,870.01245,2.0049944,0.00499429,1.5536892,870.1231,1.6643237,-0.3356763,872.17755,2.046311,2.0544336,0.008122868,872.1853,1.0010502,0.001050277,873.18634,6.732541,873.20465,got here,874.7059,1.5,1.50121,0.001209923,,,
80,80,0,$9.00 ,($6.75),$0.00 ,won,$9.00 ,3,7,3,1,79,874.72723,1,876.7309,877.1147,2.003673,0.003673044,0.3838072,877.22406,0.49315268,-1.5068474,881.94867,4.7161927,4.724602,0.008409354,881.962,1.0003549,0.000354916,882.96234,8.2351055,882.9808,got here,889.9816,7,7.000867,0.000866764,,,
81,81,0,$4.00 ,($3.00),$0.00 ,lost,($3.00),3,3,3,1,80,889.99835,2,892.005,892.38904,2.0066814,0.006681396,0.38402796,892.50024,0.4951901,-1.5048099,897.22327,4.715972,4.723072,0.007099877,897.2356,1.0008675,0.000867538,898.23645,8.238091,898.2549,got here,901.2557,3,3.0008292,0.000829206,,,
82,82,0,$6.00 ,($1.50),$0.00 ,lost,($1.50),3,3,3,1,81,901.2743,1,903.2853,903.43506,2.0109427,0.010942636,0.14982536,903.54407,0.25882444,-1.7411755,908.5029,4.950175,4.958841,0.008666252,908.5158,1.0009354,0.000935483,909.5167,8.242434,909.53503,got here,912.5353,3,3.000231,0.000231019,,,
83,83,0,$6.00 ,($12.00),$0.00 ,lost,($12.00),1.5,1.5,3,1,82,912.5497,2,914.56525,914.7154,2.0155642,0.015564131,0.15018575,914.8248,0.25962776,-1.7403723,918.28253,3.4498143,3.4577017,0.007887354,918.2916,1.0007488,0.00074871,919.29236,6.742701,919.31116,got here,920.8124,1.5,1.5012159,0.001215978,,,
84,84,0,$2.00 ,($2.25),$0.00 ,won,$2.00 ,1.5,5,3,1,83,920.82886,1,922.8374,922.98755,2.008522,0.008522028,0.15015599,923.097,0.25961933,-1.7403806,926.5545,3.4498441,3.4574785,0.007634547,926.5641,1.0006015,0.000601523,927.5647,6.7357984,927.5833,got here,932.58453,5,5.0012164,0.001216572,,,
85,85,0,$16.29 ,$0.00 ,$7.85 ,won,$16.29 ,1.5,1.5,3,1,84,932.6038,2,934.6188,935.0045,2.0149462,0.01494616,0.3857447,935.1134,0.4946226,-1.5053774,938.3403,3.2142553,3.226853,0.01259764,938.3451,1.0005246,0.000524617,939.34564,6.741801,939.3646,got here,940.86554,1.5,1.5009001,0.000900162,,,
86,86,0,$6.00 ,($6.00),$0.00 ,won,$6.00 ,3,1.5,3,1,85,940.8887,1,942.89105,943.0411,2.002367,0.00236693,0.15007138,943.1504,0.2593905,-1.7406095,948.1082,4.9499288,4.957825,0.007896429,948.1216,1.0004535,0.000453502,949.1221,8.2333975,949.1414,got here,950.6422,1.5,1.5007786,0.000778592,,,
87,87,0,$12.00 ,($6.00),$0.00 ,won,$12.00 ,5,7,3,1,86,950.65717,2,952.66705,953.7699,2.0098903,0.009890228,1.1028299,953.88116,1.2140799,-0.7859202,959.8847,5.99717,6.0035467,0.006376639,959.9032,1.0010145,0.00101451,960.9042,10.246993,960.9223,got here,967.9226,7,7.0002947,0.00029449,,,
88,88,0,$9.00 ,($11.25),$0.00 ,lost,($11.25),3,3,3,1,87,967.9396,2,969.94684,970.09656,2.0072558,0.007255854,0.14969979,970.21124,0.26438418,-1.7356158,975.1817,4.9503,4.9704823,0.02018191,975.1937,1.0004838,0.000483808,976.1942,8.254637,976.2134,got here,979.21454,3,3.001193,0.001193147,,,
89,89,0,$8.00 ,($15.00),$0.00 ,won,$8.00 ,5,1.5,3,1,88,979.2308,1,981.2435,981.9784,2.0127985,0.012798656,0.7348361,982.08716,0.84363335,-1.1563667,988.4616,6.365164,6.3744373,0.009273493,988.4794,1.0012434,0.001243363,989.4806,10.249836,989.49915,got here,991.0002,1.5,1.5010561,0.001056054,,,
90,90,0,$10.00 ,($0.42),$0.00 ,lost,($0.42),1.5,1.5,3,1,89,991.01685,2,993.025,993.29193,2.0081732,0.008173309,0.26689625,993.4002,0.37516758,-1.6248324,996.74274,3.3331037,3.3425803,0.00947646,996.7514,1.0010903,0.00109031,997.7525,6.7356563,997.7708,got here,999.27216,1.5,1.5013546,0.001354526,,,
91,91,0,$8.22 ,$0.00 ,$3.89 ,won,$8.22 ,1.5,5,3,1,90,999.2917,1,1001.29706,1001.4474,2.005344,0.00534394,0.15031487,1001.5582,0.26114407,-1.738856,1005.01483,3.449685,3.456644,0.00695899,1005.0233,1.0006562,0.000656231,1006.024,6.7322483,1006.04297,got here,1011.0432,5,5.0002294,0.000229283,,,
92,92,0,$4.00 ,($1.00),$0.00 ,lost,($1.00),1.5,1.5,3,1,91,1011.0628,2,1013.07855,1013.3453,2.0157552,0.015755188,0.2667556,1013.4549,0.37634495,-1.6236551,1016.79596,3.3332443,3.3410435,0.007799112,1016.80505,1.0005013,0.000501281,1017.80554,6.742736,1017.8241,got here,1019.3255,1.5,1.501399,0.001399032,,,
93,93,0,$8.00 ,($11.00),$0.00 ,lost,($11.00),1.5,5,3,1,92,1019.3459,1,1021.3505,1021.7514,2.004594,0.004594173,0.4008913,1021.8649,0.5144134,-1.4855866,1025.0854,3.1991086,3.22057,0.02146141,1025.0936,1.0005744,0.000574378,1026.0942,6.748341,1026.113,got here,1031.114,5,5.0009217,0.000921552,,,
94,94,0,$6.00 ,($0.25),$0.00 ,lost,($0.25),5,1.5,3,1,93,1031.1313,1,1033.1328,1033.633,2.0015345,0.001534454,0.5002199,1033.7422,0.60932606,-1.3906739,1040.3513,6.59978,6.6091237,0.009343398,1040.368,1.0006095,0.00060949,1041.3687,10.237273,1041.3878,got here,1042.8882,1.5,1.5003605,0.000360533,,,
95,95,0,$4.00 ,($5.00),$0.00 ,won,$4.00 ,1.5,3,3,1,94,1042.9055,1,1044.9136,1045.5485,2.0080025,0.008002624,0.63489175,1045.6575,0.7439015,-1.2560985,1048.6307,2.9651084,2.9732084,0.008100216,1048.6399,1.0006037,0.000603657,1049.6405,6.734911,1049.6593,got here,1052.6604,3,3.001204,0.001204033,,,
96,96,0,$6.87 ,$0.00 ,$4.57 ,won,$6.87 ,1.5,5,3,1,95,1052.6796,2,1054.6901,1055.107,2.01051,0.010510082,0.41689792,1055.2167,0.526617,-1.4733831,1058.4081,3.1831021,3.191396,0.008293936,1058.416,1.0002666,0.00026651,1059.4163,6.736693,1059.4354,last trial of block,1059.4355,nan,2.03E-05,nan,,,
﻿TrialNumber,Trial_num,Partner,risky_gain,risky_loss,alt_certain,task_gamble_outcome,task_gamble_amount,ISI,ITI,block,,sum_isi_32,sum_iti_32,ran,order,trial_onset,bpress,cue_onset,resp_onset,stim_duration,stim_dur_drift,rt,ISI_onset,cue_duration,cue_dur_drift,ISI_offset,expected_ISI,actual_ISI,ISI_drift,outcome_onset,outcome_duration,outcome_drift,outcome_offset,trial_duration,ITI_onset,test_print,ITI_offset,expected_ITI,actual_ITI,ITI_drift
1,1,1,$17.38 ,$0.00 ,$7.31 ,won,$17.38 ,1.5,1.5,1,189,81,103,1,0,6.123606,1,8.132469,8.516396,2.008863,0.00886294,0.38392654,8.626203,0.49373338,-1.5062666,11.85054,3.2160735,3.2243373,0.008263922,11.859543,1.0010216,0.001021656,12.860565,6.7369585,12.878332,got here,14.378953,1.5,1.5006205,0.000620473
2,2,1,$4.00 ,($3.00),$0.00 ,won,$4.00 ,5,1.5,1,,81,103,1,1,14.39809,1,16.404339,16.905384,2.0062473,0.006247242,0.50104606,17.014032,0.60969377,-1.3903062,23.622066,6.5989537,6.608034,0.009080358,23.641533,1.0004845,0.000484495,24.642017,10.243926,24.659657,got here,26.159847,1.5,1.5001906,0.00019061
3,3,1,$5.00 ,($3.13),$0.00 ,won,$5.00 ,3,1.5,1,,81,103,1,2,26.176271,2,28.185673,28.453123,2.0094,0.009399862,0.26745164,28.564264,0.37859216,-1.6214079,33.403812,4.832548,4.839547,0.006998616,33.41704,1.0002804,0.000280328,34.41732,8.241049,34.435715,got here,35.93697,1.5,1.5012544,0.001254445
4,4,1,$10.00 ,($16.25),$0.00 ,lost,($16.25),1.5,3,1,,,,1,3,35.954388,1,37.96189,38.346043,2.0075023,0.007502383,0.3841497,38.45635,0.4944572,-1.5055428,41.67945,3.2158504,3.2231035,0.007253211,41.688522,1.000851,0.000850991,42.689373,6.734983,42.707863,got here,45.708145,3,3.000282,0.000282067
5,5,1,$9.00 ,($2.25),$0.00 ,lost,($2.25),5,1.5,1,,,,1,4,45.72599,2,47.737896,48.005016,2.0119088,0.011908854,0.2671172,48.113945,0.37604728,-1.6239527,54.955437,6.832883,6.841491,0.008608237,54.97488,1.0011035,0.00110352,55.975986,10.249996,55.993614,got here,57.49421,1.5,1.5005933,0.000593344
6,6,1,$18.65 ,$0.00 ,$6.68 ,won,$18.65 ,1.5,3,1,,,,1,5,57.51323,2,59.51959,59.90349,2.0063581,0.006358055,0.3838991,60.011665,0.49207702,-1.507923,63.237812,3.216101,3.2261477,0.010046645,63.245956,1.0006526,0.000652544,64.246605,6.733377,64.265076,got here,67.265236,3,3.0001605,0.000160341
7,7,1,$4.00 ,($0.33),$0.00 ,lost,($0.33),5,1.5,1,,,,1,6,67.2838,1,69.29617,69.67977,2.0123763,0.012376198,0.38359556,69.789635,0.493461,-1.506539,76.514,6.7164044,6.724364,0.00795946,76.531456,1.0006124,0.000612407,77.53207,10.248266,77.551346,got here,79.051544,1.5,1.5002036,0.000203584
8,8,1,$26.76 ,$0.00 ,$10.62 ,lost,$0.00 ,1.5,5,1,,,,1,7,79.07138,1,81.077225,81.478096,2.0058472,0.005847316,0.40087122,81.59034,0.51311463,-1.4868854,84.794876,3.1991289,3.204537,0.005408094,84.80326,1.0010302,0.001030223,85.80429,6.7329106,85.82261,got here,90.823425,5,5.0008163,0.000816247
9,9,1,$22.47 ,$0.00 ,$12.76 ,won,$22.47 ,1.5,3,1,,,,1,8,90.84052,1,92.841736,93.225784,2.001212,0.00121194,0.38405147,93.33515,0.49341404,-1.506586,96.55909,3.2159486,3.2239404,0.007991888,96.56814,1.0007576,0.00075758,97.56889,6.7283697,97.58762,got here,100.58851,3,3.000885,0.000885052
10,10,1,$9.00 ,($4.50),$0.00 ,won,$9.00 ,5,7,1,,,,1,9,100.60755,1,102.61805,103.35301,2.0104969,0.010496892,0.7349652,103.46344,0.8453883,-1.1546117,109.83605,6.3650346,6.3726163,0.007581625,109.85407,1.0007881,0.000788146,110.854866,10.247312,110.87372,got here,117.87453,7,7.0008116,0.000811545
11,11,1,$9.00 ,($15.75),$0.00 ,lost,($15.75),3,5,1,,,,1,10,117.88988,999,119.897705,121.93661,2.007821,0.007821096,2.0389075,122.04546,2.1477613,0.14776126,125.11482,3.0610924,3.0693612,0.008268705,125.12808,1.0006971,0.000697148,126.128784,8.238902,126.14756,got here,131.14786,5,5.0002995,0.000299594
12,12,1,$6.87 ,$0.00 ,$4.57 ,won,$6.87 ,5,5,1,,,,1,11,131.16676,2,133.16661,133.43347,1.999846,-0.000154037,0.26686266,133.54218,0.37556404,-1.624436,140.38449,6.8331375,6.8423233,0.009186138,140.40251,1.0003924,0.000392478,141.40291,10.236145,141.4226,got here,146.42389,5,5.001285,0.001285246
13,13,1,$4.00 ,($6.00),$0.00 ,lost,($6.00),1.5,1.5,1,,,,1,12,146.4427,2,148.4572,148.84137,2.014487,0.014487025,0.38417858,148.95114,0.49394298,-1.506057,152.17438,3.2158215,3.2232447,0.007423195,152.18413,1.0005559,0.000555839,153.18468,6.7419715,153.20308,got here,154.70451,1.5,1.5014334,0.001433394
14,14,1,$10.00 ,($6.25),$0.00 ,won,$10.00 ,3,3,1,,,,1,13,154.72125,2,156.72926,156.87927,2.0080152,0.008015245,0.15000254,156.9889,0.2596348,-1.7403651,161.94737,4.9499974,4.958465,0.00846773,161.96005,1.0009823,0.000982239,162.96103,8.239774,162.97934,got here,165.98067,3,3.0013287,0.001328596
15,15,1,$10.00 ,($8.75),$0.00 ,won,$10.00 ,1.5,5,1,,,,1,14,165.99481,2,168.00961,168.39381,2.01481,0.014810041,0.38418913,168.50479,0.4951653,-1.5048347,171.72766,3.2158108,3.2228696,0.007058687,171.73587,1.0009567,0.000956626,172.73683,6.742018,172.75562,got here,177.7565,5,5.0008745,0.000874674
16,16,1,$12.00 ,($18.00),$0.00 ,won,$12.00 ,3,1.5,1,,,,1,15,177.77446,1,179.77423,180.27512,1.9997584,-0.000241693,0.5008972,180.38602,0.6117857,-1.3882142,184.99225,4.599103,4.606233,0.007130207,185.00539,1.0006154,0.000615329,186.006,8.231528,186.02386,got here,187.52425,1.5,1.5003798,0.000379788
17,17,1,$4.00 ,($1.00),$0.00 ,won,$4.00 ,1.5,1.5,1,,,,1,16,187.54062,1,189.5505,189.70033,2.0098839,0.009883811,0.14981902,189.80928,0.2587681,-1.7412319,193.26804,3.450181,3.458757,0.008575997,193.27675,1.0005363,0.000536316,194.2773,6.7366695,194.29596,got here,195.79716,1.5,1.501205,0.001204987
18,18,1,$4.00 ,($2.00),$0.00 ,lost,($2.00),1.5,5,1,,,,1,17,195.81213,2,197.8224,198.0896,2.010267,0.010267053,0.2672011,198.19789,0.37549266,-1.6245073,201.54012,3.332799,3.3422263,0.009427292,201.5495,1.0005972,0.000597274,202.5501,6.737959,202.56848,got here,207.56886,5,5.000385,0.000385006
19,19,1,$13.25 ,$0.00 ,$9.37 ,lost,$0.00 ,1.5,1.5,1,,,,1,18,207.58803,2,209.60394,209.75407,2.015902,0.01590204,0.15013418,209.86327,0.25932878,-1.7406713,213.3213,3.4498658,3.4580462,0.008180453,213.33049,1.0005233,0.000523331,214.33101,6.7429748,214.34953,got here,215.8508,1.5,1.5012733,0.001273226
20,20,1,$8.00 ,($11.00),$0.00 ,won,$8.00 ,3,3,1,,,,1,19,215.87044,2,217.87595,218.143,2.0055025,0.005502523,0.26706243,218.25151,0.3755643,-1.6244357,223.09407,4.8329377,4.842571,0.009633042,223.10675,1.0011195,0.001119508,224.10786,8.237427,224.12564,got here,227.12683,3,3.001194,0.001194047
21,21,1,$16.79 ,$0.00 ,$7.60 ,lost,$0.00 ,1.5,7,1,,,,1,20,227.14546,1,229.1569,229.3059,2.0114446,0.011444581,0.14898953,229.41605,0.25913784,-1.7408621,232.87541,3.4510105,3.4593716,0.008361071,232.88237,1.000446,0.00044597,233.88281,6.7373457,233.90172,got here,240.90265,7,7.0009346,0.000934588
22,22,1,$6.00 ,($4.50),$0.00 ,lost,($4.50),3,3,1,,,,1,21,240.9246,2,242.92621,243.19351,2.0015976,0.001597704,0.26730794,243.30362,0.37741372,-1.6225863,248.14432,4.832692,4.840701,0.008008981,248.15633,1.0011029,0.001102954,249.15742,8.232818,249.1759,got here,252.17691,3,3.0010037,0.001003848
23,23,1,$9.00 ,($6.75),$0.00 ,lost,($6.75),1.5,1.5,1,,,,1,22,252.19357,1,254.20633,254.47334,2.0127544,0.012754518,0.2670189,254.58194,0.37561488,-1.6243851,257.92395,3.332981,3.3420088,0.009027839,257.93295,1.0003272,0.000327273,258.9333,6.7397227,258.95224,got here,260.45346,1.5,1.5012082,0.001208133
24,24,1,$2.00 ,($3.75),$0.00 ,won,$2.00 ,1.5,1.5,1,,,,1,23,260.47095,1,262.47888,262.6286,2.0079534,0.007953317,0.14971769,262.73868,0.2597792,-1.7402208,266.1961,3.4502823,3.457425,0.007142888,266.20517,1.0010636,0.001063641,267.20624,6.735284,267.22418,got here,268.72543,1.5,1.5012457,0.001245721
25,25,1,$10.00 ,($0.42),$0.00 ,lost,($0.42),5,7,1,,,,1,24,268.74216,1,270.75058,271.03424,2.0084267,0.008426672,0.28363398,271.14362,0.39302298,-1.606977,277.96848,6.816366,6.8248672,0.008501053,277.98694,1.0009269,0.000926857,278.98785,10.2456875,279.00565,got here,286.00638,7,7.000716,0.000716104
26,26,1,$22.40 ,$0.00 ,$4.80 ,won,$22.40 ,1.5,5,1,,,,1,25,286.02707,2,288.0298,288.41385,2.002712,0.00271194,0.384089,288.52438,0.4946046,-1.5053954,291.7483,3.215911,3.223923,0.008011955,291.75613,1.0008218,0.000821882,292.75696,6.7298975,292.7758,got here,297.777,5,5.0011945,0.001194671
27,27,1,$12.00 ,($3.00),$0.00 ,lost,($3.00),1.5,7,1,,,,1,26,297.79675,1,299.81143,300.1953,2.0146778,0.014677844,0.38389522,300.30447,0.49305966,-1.5069404,303.52957,3.2161047,3.2250907,0.008986007,303.53784,1.0006334,0.00063336,304.53848,6.7417226,304.5571,got here,311.55804,7,7.0009427,0.000942554
28,28,1,$5.00 ,($8.13),$0.00 ,won,$5.00 ,1.5,3,1,,,,1,27,311.57852,1,313.58118,313.73157,2.002668,0.002667886,0.15038148,313.84018,0.25897935,-1.7410207,317.2992,3.4496186,3.459022,0.009403644,317.308,1.0004224,0.000422322,318.30844,6.729927,318.32712,got here,321.32812,3,3.0010133,0.001013171
29,29,1,$2.00 ,($0.75),$0.00 ,won,$2.00 ,1.5,3,1,,,,1,28,321.34848,2,323.3576,323.50757,2.0091016,0.009101511,0.14997831,323.6159,0.25829536,-1.7417046,327.07593,3.4500217,3.4600503,0.010028751,327.08484,1.0015557,0.001555633,328.0864,6.737898,328.10352,got here,331.1046,3,3.0010886,0.00108855
30,30,1,$8.00 ,($2.00),$0.00 ,lost,($2.00),1.5,1.5,1,,,,1,29,331.12155,2,333.13376,333.28372,2.0121927,0.012192735,0.14997602,333.3929,0.25917286,-1.7408272,336.8516,3.450024,3.4586673,0.008643388,336.86014,1.0005711,0.000571147,337.86072,6.7391596,337.87967,got here,339.38098,1.5,1.5013207,0.001320661
31,31,1,$4.00 ,($7.00),$0.00 ,lost,($7.00),3,1.5,1,,,,1,30,339.39795,2,341.40588,341.79016,2.007934,0.007934013,0.3842957,341.9039,0.4980277,-1.5019723,346.64072,4.7157044,4.7368336,0.021129055,346.65308,1.0003773,0.000377294,347.65344,8.255511,347.67264,got here,349.1736,1.5,1.5009701,0.000970148
32,32,1,$6.00 ,($9.00),$0.00 ,lost,($9.00),3,1.5,1,,,,1,31,349.19357,1,351.19955,351.3486,2.0059774,0.005977343,0.14904712,351.45877,0.25920966,-1.7407904,356.41748,4.950953,4.95871,0.007757201,356.42932,1.0005488,0.000548894,357.42987,8.236299,357.44846,last trial of block,357.4485,nan,2.90E-05,nan
33,33,1,$8.22 ,$0.00 ,$3.89 ,won,$8.22 ,1.5,5,2,,,,1,32,358.78262,2,360.79108,360.94086,2.0084395,0.008439442,0.14980115,361.04956,0.25848722,-1.7415128,364.5095,3.450199,3.4599311,0.009732347,364.51736,1.0011463,0.001146371,365.5185,6.7358704,365.53674,got here,370.53787,5,5.0011134,0.00111334
34,34,1,$2.00 ,($1.75),$0.00 ,lost,($1.75),3,1.5,2,,,,1,33,370.5575,1,372.5574,372.8229,1.9999167,-8.33E-05,0.26550236,372.93152,0.37410998,-1.62589,377.77573,4.8344975,4.8441854,0.009687555,377.78625,1.000747,0.000746921,378.78702,8.229513,378.8055,got here,380.30655,1.5,1.5010517,0.001051657
35,35,1,$5.00 ,($4.38),$0.00 ,lost,($4.38),5,5,2,,,,1,34,380.3237,2,382.33426,382.71613,2.0105546,0.010554622,0.38187745,382.8269,0.4926362,-1.5073638,389.552,6.7181225,6.7250996,0.006977034,389.56778,1.0003887,0.000388729,390.56818,10.244471,390.5872,got here,395.5882,5,5.0010176,0.001017786
36,36,1,$4.00 ,($0.67),$0.00 ,lost,($0.67),1.5,3,2,,,,1,35,395.605,999,397.60608,399.61267,2.0010438,0.001043795,2.0066068,399.72318,2.117122,0.11712205,401.32352,1.5933931,1.6003413,0.0069483,401.3322,1.0012285,0.001228454,402.33344,6.728409,402.3517,got here,405.35208,3,3.0003467,0.000346705
37,37,1,$12.00 ,($24.00),$0.00 ,won,$12.00 ,1.5,5,2,,,,1,36,405.36917,2,407.38217,407.64914,2.0130048,0.013004884,0.26698315,407.7591,0.37691128,-1.6230887,411.09943,3.3330169,3.3403432,0.007326496,411.1086,1.0005553,0.000555271,412.10916,6.7400064,412.128,got here,417.12814,5,5.0001435,0.000143523
38,38,1,$8.00 ,($9.00),$0.00 ,won,$8.00 ,3,7,2,,,,1,37,417.145,1,419.14896,419.64786,2.0039685,0.003968434,0.49889168,419.75833,0.60937643,-1.3906236,424.36673,4.6011086,4.6083827,0.007274472,424.37723,1.0005217,0.000521637,425.37775,8.232753,425.39676,got here,432.39795,7,7.001197,0.001196872
39,39,1,$10.00 ,($11.25),$0.00 ,won,$10.00 ,3,3,2,,,,1,38,432.4148,2,434.42117,434.5709,2.0063825,0.006382551,0.14972809,434.68085,0.25968724,-1.7403127,439.63937,4.950272,4.958503,0.00823069,439.65167,1.0006388,0.000638799,440.6523,8.237529,440.67096,got here,443.672,3,3.0010226,0.001022528
40,40,1,$4.00 ,($5.00),$0.00 ,lost,($5.00),1.5,1.5,2,,,,1,39,443.68964,1,445.70102,446.2019,2.0113797,0.011379813,0.5008883,446.31073,0.6097153,-1.3902847,449.41907,3.0991118,3.1083188,0.009207056,449.4273,1.000931,0.000931065,450.42822,6.738579,450.44696,got here,451.9471,1.5,1.5001689,0.000168932
41,41,1,$8.00 ,($6.00),$0.00 ,lost,($6.00),1.5,7,2,,,,1,40,451.9634,1,453.97382,454.24023,2.010424,0.010423811,0.26642114,454.3488,0.3749668,-1.6250331,457.69125,3.3335788,3.3424728,0.008893985,457.6996,1.000627,0.000627046,458.70023,6.736824,458.71896,got here,465.71933,7,7.0003877,0.000387731
42,42,1,$25.76 ,$0.00 ,$11.12 ,won,$25.76 ,3,1.5,2,,,,1,41,465.74017,2,467.7433,468.01044,2.003091,0.003091035,0.26717833,468.1195,0.37624454,-1.6237555,472.96127,4.832822,4.841744,0.008922311,472.97342,1.0004284,0.000428423,473.97385,8.233673,473.9934,got here,475.49417,1.5,1.5007577,0.000757645
43,43,1,$8.49 ,$0.00 ,$3.76 ,lost,$0.00 ,1.5,3,2,,,,1,42,475.51062,1,477.5193,477.55258,2.008677,0.008676942,0.03329705,477.66153,0.14225501,-1.857745,481.2363,3.5667028,3.5747585,0.008055643,481.24554,1.0006496,0.000649585,482.24622,6.735599,482.26508,got here,485.2663,3,3.001201,0.001200968
44,44,1,$5.00 ,($6.88),$0.00 ,won,$5.00 ,1.5,5,2,,,,1,43,485.28464,1,487.29526,487.56238,2.010629,0.010629005,0.2671223,487.67084,0.3755629,-1.6244371,491.01346,3.3328776,3.342631,0.009753404,491.02173,1.0005821,0.00058205,492.0223,6.737681,492.041,got here,497.04208,5,5.0011015,0.001101451
45,45,1,$24.21 ,$0.00 ,$11.89 ,lost,$0.00 ,1.5,7,2,,,,1,44,497.06137,1,499.07693,499.46088,2.0155509,0.015550796,0.38395452,499.56958,0.49266583,-1.5073342,502.79483,3.2160454,3.2252235,0.009177988,502.80313,1.0008965,0.000896448,503.80402,6.742637,503.82236,got here,510.823,7,7.0006413,0.000641527
46,46,1,$9.00 ,($11.25),$0.00 ,won,$9.00 ,1.5,3,2,,,,1,45,510.84247,2,512.8468,513.11383,2.0043304,0.004330361,0.2670244,513.22314,0.3763297,-1.6236703,516.5641,3.3329756,3.3409264,0.007950696,516.5745,1.0009868,0.00098678,517.5755,6.7330484,517.5928,got here,520.59393,3,3.001148,0.001148095
